study_no,reference,lat,long,climclass,reps,reps_pooled,cropseq_simp,cropseq_div,checkcrop,rotlength_simp,rotlength_div,speciesno_simp,speciesno_div,data_type,sys_tillage,sys_weedmgmt,weedmsmt_unit,sbmst_mtd,peren_divYN,fallow_simpYN,study_age,CSD_simp,CSD_div,CSD2_simp,CSD2_div,PISD_simp,PISD_div,bioLRR,denLRR,sbLRR,maxstudyage,reps_pooledyrs,data_type2,sys_weedmgmt2,sys_weedmgmt3,climclasslat,climclasslat2,speciesno_rat,speciesno_diff,CSD_diff,CSD_rat,mono_YN,wgt
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,Sb-W-M,M,1,3,1,3,LAST,IC,herbicides,community,germination,N,N,6,0,4,1,9,0,6.557438524302,NA,NA,-0.011494379425735134,6,4,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,Sb-W-M,M,1,3,1,3,LAST,IC,herbicides,community,NA,N,N,6,0,4,1,9,0,6.557438524302,NA,-0.40546510810816444,NA,6,4,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,W/Sb-M,M,1,2,1,3,LAST,IC,herbicides,community,germination,N,N,6,0,2,1,6,0,8.717797887081348,NA,NA,-0.10854016857520601,6,4,LAST,herb_Y,herb,temperate,temperate,3,2,2,6,Y,2
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,W/Sb-M,M,1,2,1,3,LAST,IC,herbicides,community,NA,N,N,6,0,2,1,6,0,8.717797887081348,NA,-0.16989903679539747,NA,6,4,LAST,herb_Y,herb,temperate,temperate,3,2,2,6,Y,2
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,3,M,O/Flm-Flm-M,M,1,3,1,3,AVG,IC,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,1.7738699044772799,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,3,M,O/Flm-Flm-M,M,1,3,1,3,AVG,NT,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,-0.49664973152301684,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,6,M,O/Flm-Flm-M,M,1,3,1,3,AVG,tilled,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,0.6999731456303452,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,3,M,Sb-M,M,1,2,1,2,AVG,IC,herbicides,community,germination,N,N,36,0,1,1,4,0,0,NA,NA,0.5686930060865394,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,3,M,Sb-M,M,1,2,1,2,AVG,NT,herbicides,community,germination,N,N,36,0,1,1,4,0,0,NA,NA,-0.518927880616745,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
32,"Cardina et al., 2002",40.781866,-81.930794,D,3,6,M,Sb-M,M,1,2,1,2,AVG,tilled,herbicides,community,germination,N,N,36,0,1,1,4,0,0,NA,NA,0.4025551081332219,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,3,M,O/Flm-Flm-M,M,1,3,1,3,AVG,IC,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,1.3609765531356006,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,3,M,O/Flm-Flm-M,M,1,3,1,3,AVG,NT,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,-0.5986752237720089,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,6,M,O/Flm-Flm-M,M,1,3,1,3,AVG,tilled,herbicides,community,germination,Y,N,36,0,4,1,9,0,8.48528137423857,NA,NA,1.290066329025337,36,3,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,3,M,Sb-M,M,1,2,1,2,AVG,IC,herbicides,community,germination,N,N,36,0,1,1,4,0,0,NA,NA,-0.7519876805828788,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,3,M,Sb-M,M,1,2,1,2,AVG,NT,herbicides,community,germination,Y,N,36,0,1,1,4,0,0,NA,NA,-1.648197902243595,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
32,"Cardina et al., 2002",41.233379,-83.789931,D,3,6,M,Sb-M,M,1,2,1,2,AVG,tilled,herbicides,community,germination,Y,N,36,0,1,1,4,0,0,NA,NA,-0.873635556272239,36,3,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,Tr,Po-Tr-Fp-Tr,Tr,1,4,1,3,LAST,tilled,mechanical,community,NA,N,N,3,0,4,1,12,0,8.082903768654761,-0.21040452553678,-0.15415067982725822,NA,8,4,LAST,herb_N,mech,temperate,temperate,3,2,4,12,Y,2
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,Tr,Po-Tr-Fp-Tr,Tr,1,4,1,3,LAST,tilled,mechanical,community,NA,N,N,8,0,4,1,12,0,8.082903768654761,-0.1764564373415564,-0.3881970304760841,NA,8,4,LAST,herb_N,mech,temperate,temperate,3,2,4,12,Y,2
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,sTr,Po-sTr-Fp-sTr,sTr,1,4,1,3,LAST,tilled,mechanical,community,NA,N,N,13,0,4,1,12,0,6,-0.3145335139453596,-0.8419680676238559,NA,13,4,LAST,herb_N,mech,temperate,temperate,3,2,4,12,Y,2
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,W,Po-W-Fp-W,W,1,4,1,3,LAST,tilled,mechanical,community,NA,N,N,18,0,4,1,12,0,8.082903768654761,-0.22512179132631555,-0.21188035903549898,NA,18,4,LAST,herb_N,mech,temperate,temperate,3,2,4,12,Y,2
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,sW,Fp-sW-Fp-sW,sW,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,23,0,1,1,4,0,6,-0.3107197405187983,-0.48876590570125833,NA,28,4,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,2
33,"Wozniak and Soroka, 2015",51.30387,23.613546,D,4,4,sW,Fp-sW-Fp-sW,sW,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,28,0,1,1,4,0,6,0.01801850550267843,0.10794783922277722,NA,28,4,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,4,M,Fp-W-M,M,1,3,1,3,AVG,IC,herb/mech,community,NA,N,N,3.5,0,4,1,9,0,6.557438524302,NA,-0.4002837493661668,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,12,M,Fp-W-M,M,1,3,1,3,AVG,tilled,herb/mech,community,NA,N,N,3.5,0,4,1,9,0,6.557438524302,0.13069824693742987,NA,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,4,M,sB-Fp-W-M,M,1,4,1,4,AVG,IC,herb/mech,community,NA,N,N,3.5,0,9,1,16,0,12.897028081435403,NA,-0.24281631691291466,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,4,3,9,16,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,12,M,sB-Fp-W-M,M,1,4,1,4,AVG,tilled,herb/mech,community,NA,N,N,3.5,0,9,1,16,0,12.897028081435403,0.3888578801228889,NA,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,4,3,9,16,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,4,M,sB-M,M,1,2,1,2,AVG,IC,herb/mech,community,NA,N,N,3.5,0,1,1,4,0,1.4142135623730951,NA,-0.2972515234679316,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
34,"Demjanová et al., 2009",48.307092,18.093093,C,4,12,M,sB-M,M,1,2,1,2,AVG,tilled,herb/mech,community,NA,N,N,3.5,0,1,1,4,0,1.4142135623730951,0.3955339036261187,NA,NA,3.5,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
35,"Sosnoskie et al., 2009",40.781866,-81.930794,D,3,9,M,O/Flm-Flm-M,M,1,3,1,3,RM,IC,herbicides,community,germination,Y,N,pooled,0,4,1,9,0,9.899494936611665,NA,0.18688890594547214,0.7509481793744757,43,9,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,4.5
35,"Sosnoskie et al., 2009",40.781866,-81.930794,D,3,6,M,Sb-M,M,1,2,1,2,RM,IC,herbicides,community,germination,N,N,pooled,0,1,1,4,0,0,NA,-0.22914971981510251,-0.2950623013558914,43,9,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,4.5
36,"Thorne et al., 2007",46.927426,-118.510646,B,4,8,F-sW,B-sW,sW,2,2,1,2,RM,NT,herbicides,community,extraction + germination,N,N,pooled,0,1,2,4,8.48528137423857,9.899494936611665,NA,NA,-0.4123157542621725,6,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,2,Y,4
36,"Thorne et al., 2007",46.927426,-118.510646,B,4,4,sW,B-sW,sW,1,2,1,2,RM,NT,herbicides,community,extraction + germination,N,N,pooled,0,1,1,4,0,9.899494936611665,NA,NA,-1.1639416362604988,6,4,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
36,"Thorne et al., 2007",46.927426,-118.510646,B,4,8,sW,B-sW,sW,1,2,1,2,RM,NT,herbicides,community,extraction + germination,N,N,pooled,0,1,1,4,0,9.899494936611665,NA,NA,0,5,4,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
36,"Thorne et al., 2007",46.927426,-118.510646,B,4,4,sW,B-sW,sW,1,2,1,2,RM,NT,herbicides,community,extraction + germination,N,N,pooled,0,1,1,4,8.48528137423857,9.899494936611665,NA,NA,-0.2609186552529644,6,4,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,9,M,O/Flm-Flm-M,M,1,3,1,3,RM,IC,herbicides,community,germination,Y,N,pooled,0,4,1,9,0,9.899494936611665,NA,NA,-0.22681387601200065,37,9,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,4.5
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,27,M,O/Flm-Flm-M,M,1,3,1,3,RM,NT,herbicides,community,germination,Y,N,pooled,0,4,1,9,0,9.899494936611665,NA,NA,-0.4670381951856477,37,3,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,27,M,O/Flm-Flm-M,M,1,3,1,3,RM,tilled,herbicides,community,germination,Y,N,pooled,0,4,1,9,0,9.899494936611665,NA,NA,0.5641361710777646,36,6,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,3
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,6,M,Sb-M,M,1,2,1,2,RM,IC,herbicides,community,germination,N,N,pooled,0,1,1,4,0,0,NA,NA,-0.39138191340882855,37,9,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,4.5
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,18,M,Sb-M,M,1,2,1,2,RM,NT,herbicides,community,germination,N,N,pooled,0,1,1,4,0,0,NA,NA,-0.46887033454879934,37,3,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
37,"Sosnoskie et al., 2006",40.781866,-81.930794,D,3,18,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,germination,N,N,pooled,0,1,1,4,0,0,NA,NA,0.2733815065572817,36,6,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,Fp-W,Be-Fp-W,W,2,3,2,3,AVG,tilled,herbicides,community,NA,N,N,4,0,1,4,9,8.48528137423857,6,-1.1474024528375417,-0.7614151516889482,NA,4,4,AVG,herb_Y,herb,temperate,temperate,1.5,1,1,2.25,N,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,Fp-W,Fp-W-Be-sB,W,2,4,2,4,AVG,tilled,herbicides,community,NA,N,N,4,0,4,4,16,8.48528137423857,4.898979485566356,-1.7452394535931621,-1.1243206453783166,NA,4,4,AVG,herb_Y,herb,temperate,temperate,2,2,4,4,N,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,Fp-W,Fp-W-sB,W,2,3,2,3,AVG,tilled,herbicides,community,NA,N,N,4,0,1,4,9,8.48528137423857,6,-0.2929871246814741,-0.32737667113672786,NA,4,4,AVG,herb_Y,herb,temperate,temperate,1.5,1,1,2.25,N,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,Be-sB,sB,1,2,1,2,AVG,tilled,herbicides,community,NA,N,N,4,0,1,1,4,0,0,-0.8754687373538999,0.4747392339915697,NA,4,4,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,Fp-Be-sB,sB,1,3,1,3,AVG,tilled,herbicides,community,NA,N,N,4,0,4,1,9,0,0,-0.780158557549575,0.42634269312971956,NA,4,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,Fp-W-Be-sB,sB,1,4,1,4,AVG,tilled,herbicides,community,NA,N,N,4,0,9,1,16,0,4.898979485566356,-0.4700036292457356,-0.07898841131863044,NA,4,4,AVG,herb_Y,herb,temperate,temperate,4,3,9,16,Y,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,sR-Be-sB,sB,1,3,1,3,AVG,tilled,herbicides,community,NA,N,N,4,0,4,1,9,0,0,0,0.8984103065963065,NA,4,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,W-Be-sB,sB,1,3,1,3,AVG,tilled,herbicides,community,NA,N,N,4,0,4,1,9,0,6,-0.8754687373538999,0.5505330733611034,NA,4,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
39,"Seibutis et al., 2006",54.8876,23.835541,D,4,4,sB,W-Fp-sB,sB,1,3,1,3,AVG,tilled,herbicides,community,NA,N,N,4,0,4,1,9,0,6,0.18924199963852834,0.8123356978250637,NA,4,4,AVG,herb_Y,herb,temperate,temperate,3,2,4,9,Y,2
40,"Benoit et al., 2003",45.10671,-73.527547,D,6,6,Ca,B-Ca-Ca,Ca,1,3,1,2,RM,tilled,herbicides,community,germination,N,N,3,0,1,1,6,0,0,NA,-0.8842024173226546,-1.0529528119988152,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,6,Y,3
40,"Benoit et al., 2003",45.10671,-73.527547,D,6,6,Ca,B-On-Ca,Ca,1,3,1,3,RM,tilled,herbicides,community,germination,N,N,3,0,4,1,9,0,0,NA,-0.5514966634969185,-0.678471249410618,3,6,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,3
40,"Benoit et al., 2003",45.10671,-73.527547,D,6,6,Ca,Ca-B-Ca,Ca,1,2,1,2,RM,tilled,herbicides,community,germination,N,N,3,0,1,1,4,0,0,NA,-0.5514966634969185,-0.939321509046894,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
40,"Benoit et al., 2003",45.10671,-73.527547,D,6,6,Ca,Ca-On-Ca,Ca,1,2,1,2,RM,tilled,herbicides,community,germination,N,N,3,0,1,1,4,0,0,NA,0.34958464971370795,-0.3743171963799159,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
40,"Benoit et al., 2003",45.10671,-73.527547,D,6,6,Ca,On-B-Ca,Ca,1,3,1,3,RM,tilled,herbicides,community,germination,N,N,3,0,4,1,9,0,0,NA,0.26152779432252515,-0.815672370924103,3,6,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,3
41,"Leroux et al., 1996",45.10671,-73.527547,D,6,6,Ca,B-Ca-Ca,Ca,1,3,1,2,RM,tilled,herbicides,community,NA,N,N,3,0,1,1,6,0,0,0.28111929253925755,NA,NA,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,6,Y,3
41,"Leroux et al., 1996",45.10671,-73.527547,D,6,6,Ca,B-On-Ca,Ca,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,3,0,4,1,9,0,0,0.6698470294975902,NA,NA,3,6,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,3
41,"Leroux et al., 1996",45.10671,-73.527547,D,6,6,Ca,Ca-B-Ca,Ca,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,3,0,1,1,4,0,0,0.2657758441130367,NA,NA,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
41,"Leroux et al., 1996",45.10671,-73.527547,D,6,6,Ca,Ca-On-Ca,Ca,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,3,0,1,1,4,0,0,0.8280744368888566,NA,NA,3,6,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
41,"Leroux et al., 1996",45.10671,-73.527547,D,6,6,Ca,On-B-Ca,Ca,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,3,0,4,1,9,0,0,0.06540690931054943,NA,NA,3,6,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,3
42,"Manley et al., 2001",37.584096,-75.782421,C,4,4,Sb,M-To-Sb,Sb,1,2,1,2,RM,tilled,none,community,NA,N,N,1,0,1,1,4,0,0,NA,-0.0953101798043249,NA,1,4,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,2
42,"Manley et al., 2001",37.584096,-75.782421,C,4,8,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,N,N,4,0,1,1,4,0,0,NA,0.05376642415566013,NA,4,4,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,2
42,"Manley et al., 2001",37.584096,-75.782421,C,4,4,M,To-Sb-M,M,1,3,1,3,RM,tilled,none,community,NA,N,N,4,0,4,1,9,0,0,NA,0.26998249535237995,NA,4,4,RM-last,herb_N,none,temperate,temperate,3,2,4,9,Y,2
42,"Manley et al., 2001",37.584096,-75.782421,C,4,4,Sb,M-To-Sb,Sb,1,3,1,3,RM,tilled,none,community,NA,N,N,4,0,4,1,9,0,0,NA,-0.4576508612787345,NA,4,4,RM-last,herb_N,none,temperate,temperate,3,2,4,9,Y,2
42,"Manley et al., 2001",37.584096,-75.782421,C,4,4,Sb,Sb-M,Sb,1,2,1,2,RM,tilled,none,community,NA,N,N,4,0,1,1,4,0,0,NA,-0.003552401604367772,NA,4,4,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,2
42,"Manley et al., 2001",37.584096,-75.782421,C,4,4,Sb,Sb-M,Sb,1,2,1,2,RM,tilled,none,community,NA,N,N,4,0,4,1,4,0,0,NA,-0.154658939050398,NA,4,4,RM-last,herb_N,none,temperate,temperate,2,1,4,4,Y,2
43,"Marenco et al., 1999",-2.578711,-44.206322,A,4,4,Ri,Cp/Ri,Ri,1,1,1,2,LAST,tilled,none,community,NA,N,N,1,0,0.5,1,2,0,0,0.0761660054208973,-1.2948805804835752,NA,1,4,LAST,herb_N,none,tropical,sub/tropical,2,1,0.5,2,Y,2
43,"Marenco et al., 1999",-2.578711,-44.206322,A,4,4,Ri,Hb/Ri,Ri,1,1,1,2,LAST,tilled,none,community,NA,N,N,1,0,0.5,1,2,0,0,0.022048571283922586,-1.6515555244223077,NA,1,4,LAST,herb_N,none,tropical,sub/tropical,2,1,0.5,2,Y,2
43,"Marenco et al., 1999",-2.578711,-44.206322,A,4,4,Ri,Vb/Ri,Ri,1,1,1,2,LAST,tilled,none,community,NA,N,N,1,0,0.5,1,2,0,0,0.32628899184461196,-3.1381860075948613,NA,1,4,LAST,herb_N,none,tropical,sub/tropical,2,1,0.5,2,Y,2
44,"Daugovish et al., 1999",41.232456,-103.019734,B,4,12,F-W,Mi-F-W,W,2,3,1,3,RM,tilled,herbicides,community,extraction,N,Y,2,0,4,2,9,0,4.242640687119285,NA,-2.955344212648703,-1.6789639750827106,2,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,2
44,"Daugovish et al., 1999",41.232456,-103.019734,B,4,12,F-W,Su-F-W,W,2,3,1,3,RM,tilled,herbicides,community,extraction,N,Y,2,0,4,2,9,0,5.656854249492381,NA,-2.0390534807745477,-5.9989365619466835,2,4,RM-last,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,2
45,"Dorado et al., 1999",40.023963,-4.422936,C,3,3,B,Su-B,B,1,2,1,2,LAST,tilled,herbicides,community,extraction,Y,N,3,0,1,1,4,0,7.0710678118654755,NA,NA,-0.10877465349108416,3,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
45,"Dorado et al., 1999",40.023963,-4.422936,C,3,3,B,V-B,B,1,2,1,2,LAST,tilled,herbicides,community,extraction,N,N,3,0,1,1,4,0,0,NA,NA,0.6373463023448278,3,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
46,"Martin and Felton, 1993",-31.147432,150.983345,C,4,8,sW,sW-So-sW,sW,1,2,1,2,RM,NT,herbicides,single species,NA,N,N,4,0,1,1,4,0,1.4142135623730951,NA,-3.970291913552122,NA,4,4,RM-last,herb_Y,herb,tropical,sub/tropical,2,1,1,4,Y,2
46,"Martin and Felton, 1993",-31.147432,150.983345,C,4,4,sW,sW-So-sW,sW,1,2,1,2,RM,NT,none,single species,NA,N,N,4,0,1,1,4,0,1.4142135623730951,NA,-2.6753370036959074,NA,4,4,RM-last,herb_N,none,tropical,sub/tropical,2,1,1,4,Y,2
46,"Martin and Felton, 1993",-31.147432,150.983345,C,4,8,sW,sW-So-sW,sW,1,2,1,2,RM,tilled,herbicides,single species,NA,N,N,4,0,1,1,4,0,1.4142135623730951,NA,0.1823215567939546,NA,4,4,RM-last,herb_Y,herb,tropical,sub/tropical,2,1,1,4,Y,2
46,"Martin and Felton, 1993",-31.147432,150.983345,C,4,4,sW,sW-So-sW,sW,1,2,1,2,RM,tilled,none,single species,NA,N,N,4,0,1,1,4,0,1.4142135623730951,NA,-1.3862943611198906,NA,4,4,RM-last,herb_N,none,tropical,sub/tropical,2,1,1,4,Y,2
47,"Soon and Darwent, 1998",55.202226,-119.438397,D,4,4,sB,sR-sB-sB,sB,1,3,1,2,LAST,tilled,herbicides,single species,NA,N,N,6,0,1,1,6,0,0,NA,NA,NA,6,4,LAST,herb_Y,herb,temperate,temperate,2,1,1,6,Y,2
47,"Soon and Darwent, 1998",55.202226,-119.438397,D,4,4,sB,sR-sB-sB,sB,1,3,1,2,LAST,tilled,none,single species,NA,N,N,6,0,1,1,6,0,0,NA,0.2436220826577505,NA,6,4,LAST,herb_N,none,temperate,temperate,2,1,1,6,Y,2
49,"Clay et al., 1998",44.311964,-96.79755,D,3,6,M,sW/A-A-M,M,1,3,1,3,RM,tilled,herbicides,community,extraction,Y,N,5,0,4,1,9,0,9.899494936611665,NA,-0.1870571615397888,2.7694588292308535,5,3,RM-last,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
49,"Clay et al., 1998",44.311964,-96.79755,D,3,3,M,sW/A-A-M,M,1,3,1,3,RM,tilled,none,community,extraction,Y,N,5,0,4,1,9,0,9.899494936611665,NA,-2.3061581204665846,0.9189538492936389,5,3,RM-last,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
50,"Anderson et al., 1998",46.82216,-100.918353,D,3,3,F-sW,W-Su-sW,sW,2,3,1,2,LAST,NT,herbicides,community,NA,N,Y,10,0,4,2,6,0,8,NA,-0.44496755108441066,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,4,3,Y,1.5
50,"Anderson et al., 1998",46.82216,-100.918353,D,3,3,F-sW,W-Su-sW,sW,2,3,1,2,LAST,tilled,herbicides,community,NA,N,Y,10,0,4,2,6,0,8,NA,-0.466619531261495,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,4,3,Y,1.5
50,"Anderson et al., 1998",46.82216,-100.918353,D,3,3,F-sW,W-Su-sW,NA,2,3,1,2,LAST,tilled,herbicides,community,NA,N,Y,10,0,4,2,6,0,8,NA,-0.7419373447293773,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,4,3,Y,1.5
51,"Eiszner et al., 1996",12.545447,-86.983274,A,4,16,Sb,C-Sb,Sb,1,2,1,2,AVG,tilled,IC,community,NA,N,N,3.5,0,1,1,4,NA,NA,0.04669382288309265,0.05606389414659905,NA,3.5,4,AVG,IC,IC,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,8,So,Cu-So,So,1,2,1,2,AVG,tilled,herbicides,community,germination,N,N,2.5,0,1,1,4,NA,NA,NA,NA,-0.2492196383030506,2.5,4,AVG,herb_Y,herb,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,16,So,Cu-So,So,1,2,1,2,AVG,tilled,mechanical,community,germination,N,N,2.5,0,1,1,4,NA,NA,NA,NA,-0.21547460544067779,2.5,4,AVG,herb_N,mech,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,8,So,M-So,So,1,2,1,2,AVG,tilled,herbicides,community,germination,N,N,2.5,0,1,1,4,NA,NA,NA,NA,-0.10592699162607037,2.5,4,AVG,herb_Y,herb,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,16,So,M-So,So,1,2,1,2,AVG,tilled,mechanical,community,germination,N,N,2.5,0,1,1,4,NA,NA,NA,NA,-0.24648575638495035,2.5,4,AVG,herb_N,mech,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,8,So,Cu-So,So,1,2,1,2,AVG,tilled,IC,community,germination,N,N,3.5,0,1,1,4,NA,NA,NA,NA,-0.18796640790998123,3.5,4,AVG,IC,IC,tropical,sub/tropical,2,1,1,4,Y,2
52,"Eiszner et al., 1996",12.141522,-86.163824,A,4,8,So,M-So,So,1,2,1,2,AVG,tilled,IC,community,germination,N,N,3.5,0,1,1,4,NA,NA,NA,NA,-0.15166478123376645,3.5,4,AVG,IC,IC,tropical,sub/tropical,2,1,1,4,Y,2
53,"Blackshaw et al., 1994",49.693913,-112.841842,B,6,6,F-W,Fl-W,W,2,2,1,2,RM,NT,herbicides,community,NA,N,N,pooled,0,1,2,4,0,9.899494936611665,NA,0,NA,5,6,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,2,Y,3
